County,Division,Year,team,pld,w,d,l,pf,pa,pd,pts,clean_team,Latitude,Longitude
Cavan,A-League Division 1,2019,Gowna,11,7,1,3,163,151,12,15,gowna,53.86601,-7.550067
Cavan,A-League Division 1,2019,Castlerahan GAA,11,6,3,2,192,163,29,15,castlerahan,53.861232,-7.209929
Cavan,A-League Division 1,2019,Cavan Gaels,11,6,1,4,234,161,73,13,cavan gaels,53.988038,-7.363122
Cavan,A-League Division 1,2019,Crosserlough,11,5,3,3,193,173,20,13,crosserlough,53.861975,-7.316331
Cavan,A-League Division 1,2019,Cootehill Celtic GAA,11,5,1,5,161,186,-25,11,cootehill celtic,54.072479,-7.079643
Cavan,A-League Division 1,2019,Kingscourt Stars,11,5,1,5,165,176,-11,11,kingscourt stars,53.907118,-6.801545
Cavan,A-League Division 1,2019,Ballinagh GAA,11,3,4,4,177,185,-8,10,ballinagh,53.930673,-7.412008
Cavan,A-League Division 1,2019,Killygarry GAA Club/CLG Coill an Gharraí,11,4,0,7,160,187,-27,8,killygarry,53.964688,-7.318857
Cavan,A-League Division 1,2019,Laragh Utd,11,4,0,7,179,192,-13,8,laragh united,53.983051,-7.237147
Cavan,A-League Division 1,2019,Lacken GAA,11,3,1,7,155,177,-22,7,lacken celtic,53.920851,-7.426256
Cavan,A-League Division 1,2019,Mullahoran GFC,11,0,2,9,117,211,-94,2,mullahoran dreadnoughts,53.835173,-7.439166
Cavan,A-League Division 2,2019,Killinkere CLG,13,10,0,3,227,180,47,20,killinkere,53.885481,-7.050346
Cavan,A-League Division 2,2019,Ballyhaise,13,9,2,2,219,176,43,20,ballyhaise,54.046253,-7.314709
Cavan,A-League Division 2,2019,Bailieborough,13,9,0,4,237,204,33,18,bailieborough shamrocks,53.925765,-6.969827
Cavan,A-League Division 2,2019,Lavey,13,8,0,5,215,214,1,16,erins own lavey,53.901499,-7.17445
Cavan,A-League Division 2,2019,CLG Cuchulainn,13,6,3,4,222,208,14,15,cuchulainns,53.808693,-6.938897
Cavan,A-League Division 2,2019,Denn,13,7,1,5,191,200,-9,15,denn,53.920235,-7.264607
Cavan,A-League Division 2,2019,Belturbet Rory O'Moores,13,6,2,5,197,176,21,14,belturbet rory omoores,54.099878,-7.438112
Cavan,A-League Division 2,2019,Butlersbridge G.A.A,13,6,1,6,218,219,-1,13,butlersbridge,54.047954,-7.375035
Cavan,A-League Division 2,2019,Cornafean,13,5,2,6,202,213,-11,12,cornafean,53.9504,-7.49461
Cavan,A-League Division 2,2019,Searcóg/Shercock,13,5,0,8,199,198,1,10,shercock,53.980313,-6.88016
Cavan,A-League Division 2,2019,Knockbride,13,4,2,7,208,194,14,10,knockbride,53.977897,-7.057976
Cavan,A-League Division 2,2019,Drumlane,13,3,3,7,162,172,-10,9,drumlane,54.068624,-7.478328
Cavan,A-League Division 2,2019,Arva,13,4,0,9,199,233,-34,8,st patricks arva,53.92166,-7.57887
Cavan,A-League Division 2,2019,"St Mary's GAA, Swanlinbar",13,1,0,12,132,241,-109,2,st marys swanlinbar,54.192078,-7.704567
Cavan,A-League Division 3,2019,Ballymachugh,13,12,0,1,248,144,104,24,ballymachugh,53.835841,-7.353148
Cavan,A-League Division 3,2019,Killeshandra,13,12,0,1,258,134,124,24,killeshandra leaguers,54.011024,-7.526885
Cavan,A-League Division 3,2019,Drumgoon,13,11,0,2,266,156,110,22,drumgoon éire óg,54.04294,-7.018316
Cavan,A-League Division 3,2019,Templeport St. Aidan's GAA,13,8,0,5,250,218,32,16,st aidans templeport,54.121966,-7.674415
Cavan,A-League Division 3,2019,Drung,13,6,3,4,231,198,33,15,drung dalcassians,54.068864,-7.225342
Cavan,A-League Division 3,2019,Shannon Gaels,13,7,1,5,201,203,-2,15,shannon gaels,54.289898,-7.866955
Cavan,A-League Division 3,2019,Redhills,13,5,3,5,201,207,-6,13,redhills,54.099834,-7.32191
Cavan,A-League Division 3,2019,Kildallan G.A.A. Club,13,4,3,6,234,223,11,11,kildallan,54.119597,-7.584639
Cavan,A-League Division 3,2019,Drumalee,13,4,3,6,188,185,3,11,drumalee,53.997988,-7.352844
Cavan,A-League Division 3,2019,Munterconnaught,13,5,0,8,187,217,-30,10,munterconnacht,53.793504,-7.066725
Cavan,A-League Division 3,2019,Kill Shamrocks GAA,13,4,0,9,214,263,-49,8,kill shamrocks,54.054796,-7.135233
Cavan,A-League Division 3,2019,Mountnugent,13,4,0,9,222,231,-9,8,mountnugent,53.805934,-7.219515
Cavan,A-League Division 3,2019,Corlough,13,2,1,10,136,222,-86,5,corlough,54.118056,-7.747799
Cavan,A-League Division 3,2019,Maghera MacFinns,13,0,0,13,106,341,-235,0,maghera macfinns,53.800467,-7.039934
Cavan,B-League Division 1 A,2019,Cavan Gaels,8,6,1,1,187,116,71,13,cavan gaels,53.988038,-7.363122
Cavan,B-League Division 1 A,2019,Lacken GAA,8,6,1,1,185,137,48,13,lacken celtic,53.920851,-7.426256
Cavan,B-League Division 1 A,2019,Crosserlough,7,2,2,3,90,98,-8,6,crosserlough,53.861975,-7.316331
Cavan,B-League Division 1 A,2019,Ballinagh GAA,7,3,0,4,107,134,-27,6,ballinagh,53.930673,-7.412008
Cavan,B-League Division 1 A,2019,Killygarry GAA Club/CLG Coill an Gharraí,8,3,0,5,135,165,-30,6,killygarry,53.964688,-7.318857
Cavan,B-League Division 1 A,2019,Mullahoran GFC,8,2,1,5,145,157,-12,5,mullahoran dreadnoughts,53.835173,-7.439166
Cavan,B-League Division 1 A,2019,Gowna,8,2,1,5,115,157,-42,5,gowna,53.86601,-7.550067
Cavan,B-League Division 1 B,2019,Kingscourt Stars,10,8,0,2,179,130,49,16,kingscourt stars,53.907118,-6.801545
Cavan,B-League Division 1 B,2019,Ramor United,10,7,0,3,190,108,82,14,ramor united,53.830296,-7.070488
Cavan,B-League Division 1 B,2019,Ballyhaise,10,6,0,4,143,136,7,12,ballyhaise,54.046253,-7.314709
Cavan,B-League Division 1 B,2019,CLG Cuchulainn,10,4,0,6,154,190,-36,8,cuchulainns,53.808693,-6.938897
Cavan,B-League Division 1 B,2019,Castlerahan GAA,10,4,0,6,144,184,-40,8,castlerahan,53.861232,-7.209929
Cavan,B-League Division 1 B,2019,Laragh Utd,10,1,0,9,140,202,-62,2,laragh united,53.983051,-7.237147
Cavan,B-League Division 2,2019,Knockbride,7,5,1,1,155,101,54,11,knockbride,53.977897,-7.057976
Cavan,B-League Division 2,2019,Bailieborough,7,5,1,1,170,94,76,11,bailieborough shamrocks,53.925765,-6.969827
Cavan,B-League Division 2,2019,Drumalee,7,5,0,2,162,132,30,10,drumalee,53.997988,-7.352844
Cavan,B-League Division 2,2019,Killinkere CLG,7,4,1,2,158,148,10,9,killinkere,53.885481,-7.050346
Cavan,B-League Division 2,2019,Denn,7,3,1,3,141,105,36,7,denn,53.920235,-7.264607
Cavan,B-League Division 2,2019,Cornafean,7,3,0,4,175,187,-12,6,cornafean,53.9504,-7.49461
Cavan,B-League Division 2,2019,Cootehill Celtic GAA,7,1,0,6,137,223,-86,2,cootehill celtic,54.072479,-7.079643
Cavan,B-League Division 2,2019,Kildallan G.A.A. Club,7,0,0,7,61,169,-108,0,kildallan,54.119597,-7.584639
Cavan,B-League Division 3 A,2019,Belturbet Rory O'Moores,7,7,0,0,154,101,53,14,belturbet rory omoores,54.099878,-7.438112
Cavan,B-League Division 3 A,2019,Drumlane,7,5,0,2,110,101,9,10,drumlane,54.068624,-7.478328
Cavan,B-League Division 3 A,2019,Templeport St. Aidan's GAA,7,3,0,4,115,115,0,6,st aidans templeport,54.121966,-7.674415
Cavan,B-League Division 3 A,2019,Arva,7,3,0,4,127,125,2,6,st patricks arva,53.92166,-7.57887
Cavan,B-League Division 3 A,2019,Killeshandra,7,2,0,5,104,131,-27,4,killeshandra leaguers,54.011024,-7.526885
Cavan,B-League Division 3 A,2019,Shannon Gaels,7,1,0,6,71,108,-37,2,shannon gaels,54.289898,-7.866955
Cavan,B-League Division 3 B,2019,Drumgoon,7,7,0,0,168,83,85,14,drumgoon éire óg,54.04294,-7.018316
Cavan,B-League Division 3 B,2019,Lavey,7,4,0,3,98,115,-17,8,erins own lavey,53.901499,-7.17445
Cavan,B-League Division 3 B,2019,Searcóg/Shercock,7,4,0,3,123,121,2,8,shercock,53.980313,-6.88016
Cavan,B-League Division 3 B,2019,Drung,7,3,0,4,105,101,4,6,drung dalcassians,54.068864,-7.225342
Cavan,B-League Division 3 B,2019,Redhills,7,2,0,5,98,130,-32,4,redhills,54.099834,-7.32191
Cavan,B-League Division 3 B,2019,Ballymachugh,7,1,0,6,86,128,-42,2,ballymachugh,53.835841,-7.353148
Cavan,A-League Division 1,2018,Cavan Gaels,11,10,1,0,202,127,75,21,cavan gaels,53.988038,-7.363122
Cavan,A-League Division 1,2018,Ramor United,11,8,0,3,200,174,26,16,ramor united,53.830296,-7.070488
Cavan,A-League Division 1,2018,Castlerahan GAA,11,7,0,4,172,143,29,14,castlerahan,53.861232,-7.209929
Cavan,A-League Division 1,2018,Lacken GAA,11,5,2,4,163,159,4,12,lacken celtic,53.920851,-7.426256
Cavan,A-League Division 1,2018,Kingscourt Stars,11,6,0,5,155,197,-42,12,kingscourt stars,53.907118,-6.801545
Cavan,A-League Division 1,2018,Ballinagh GAA,11,5,1,5,170,171,-1,11,ballinagh,53.930673,-7.412008
Cavan,A-League Division 1,2018,Gowna,11,5,1,5,172,161,11,11,gowna,53.86601,-7.550067
Cavan,A-League Division 1,2018,Killygarry GAA Club/CLG Coill an Gharraí,11,5,0,6,172,178,-6,10,killygarry,53.964688,-7.318857
Cavan,A-League Division 1,2018,Crosserlough,11,5,0,6,184,175,9,10,crosserlough,53.861975,-7.316331
Cavan,A-League Division 1,2018,Cootehill Celtic GAA,11,3,0,8,155,174,-19,6,cootehill celtic,54.072479,-7.079643
Cavan,A-League Division 1,2018,Arva,11,2,1,8,166,218,-52,5,st patricks arva,53.92166,-7.57887
Cavan,A-League Division 1,2018,CLG Cuchulainn,11,2,0,9,156,190,-34,4,cuchulainns,53.808693,-6.938897
Cavan,A-League Division 2,2018,Mullahoran GFC,13,12,0,1,220,157,63,24,mullahoran dreadnoughts,53.835173,-7.439166
Cavan,A-League Division 2,2018,Laragh Utd,13,11,0,2,237,179,58,22,laragh united,53.983051,-7.237147
Cavan,A-League Division 2,2018,Belturbet Rory O'Moores,13,9,1,3,212,164,48,19,belturbet rory omoores,54.099878,-7.438112
Cavan,A-League Division 2,2018,Lavey,13,7,2,4,231,198,33,16,erins own lavey,53.901499,-7.17445
Cavan,A-League Division 2,2018,Ballyhaise,13,7,1,5,213,205,8,15,ballyhaise,54.046253,-7.314709
Cavan,A-League Division 2,2018,Cornafean,13,5,2,6,197,182,15,12,cornafean,53.9504,-7.49461
Cavan,A-League Division 2,2018,Knockbride,13,5,2,6,196,197,-1,12,knockbride,53.977897,-7.057976
Cavan,A-League Division 2,2018,Bailieborough,13,4,3,6,190,196,-6,11,bailieborough shamrocks,53.925765,-6.969827
Cavan,A-League Division 2,2018,Butlersbridge G.A.A,13,4,3,6,189,217,-28,11,butlersbridge,54.047954,-7.375035
Cavan,A-League Division 2,2018,Searcóg/Shercock,13,5,1,7,179,210,-31,11,shercock,53.980313,-6.88016
Cavan,A-League Division 2,2018,"St Mary's GAA, Swanlinbar",13,4,2,7,226,253,-27,10,st marys swanlinbar,54.192078,-7.704567
Cavan,A-League Division 2,2018,Denn,13,4,2,7,187,218,-31,10,denn,53.920235,-7.264607
Cavan,A-League Division 2,2018,Ballymachugh,13,2,3,8,172,212,-40,7,ballymachugh,53.835841,-7.353148
Cavan,A-League Division 2,2018,Drumalee,13,0,2,11,144,205,-61,2,drumalee,53.997988,-7.352844
Cavan,A-League Division 3,2018,Killinkere CLG,13,11,0,2,281,174,107,22,killinkere,53.885481,-7.050346
Cavan,A-League Division 3,2018,Drumlane,13,9,2,2,240,158,82,20,drumlane,54.068624,-7.478328
Cavan,A-League Division 3,2018,Kildallan G.A.A. Club,13,9,2,2,192,147,45,20,kildallan,54.119597,-7.584639
Cavan,A-League Division 3,2018,Killeshandra,13,9,2,2,205,165,40,20,killeshandra leaguers,54.011024,-7.526885
Cavan,A-League Division 3,2018,Mountnugent,13,8,2,3,212,169,43,18,mountnugent,53.805934,-7.219515
Cavan,A-League Division 3,2018,Drumgoon,13,8,0,5,237,204,33,16,drumgoon éire óg,54.04294,-7.018316
Cavan,A-League Division 3,2018,Redhills,13,5,4,4,213,181,32,14,redhills,54.099834,-7.32191
Cavan,A-League Division 3,2018,Drung,13,5,2,6,164,170,-6,12,drung dalcassians,54.068864,-7.225342
Cavan,A-League Division 3,2018,Munterconnaught,13,5,1,7,211,225,-14,11,munterconnacht,53.793504,-7.066725
Cavan,A-League Division 3,2018,Kill Shamrocks GAA,13,5,0,8,187,230,-43,10,kill shamrocks,54.054796,-7.135233
Cavan,A-League Division 3,2018,Shannon Gaels,13,5,0,8,170,196,-26,10,shannon gaels,54.289898,-7.866955
Cavan,A-League Division 3,2018,Templeport St. Aidan's GAA,13,3,1,9,194,219,-25,7,st aidans templeport,54.121966,-7.674415
Cavan,A-League Division 3,2018,Corlough,13,1,0,12,147,259,-112,2,corlough,54.118056,-7.747799
Cavan,A-League Division 3,2018,Maghera MacFinns,13,0,0,13,66,222,-156,0,maghera macfinns,53.800467,-7.039934
Cavan,B-League Division 1,2018,Cavan Gaels,11,10,1,0,223,116,107,21,cavan gaels,53.988038,-7.363122
Cavan,B-League Division 1,2018,Crosserlough,11,8,1,2,187,122,65,17,crosserlough,53.861975,-7.316331
Cavan,B-League Division 1,2018,Mullahoran GFC,11,7,2,2,94,81,13,16,mullahoran dreadnoughts,53.835173,-7.439166
Cavan,B-League Division 1,2018,Lacken GAA,11,7,1,3,224,175,49,15,lacken celtic,53.920851,-7.426256
Cavan,B-League Division 1,2018,Ramor United,11,7,1,3,185,139,46,15,ramor united,53.830296,-7.070488
Cavan,B-League Division 1,2018,Kingscourt Stars,11,6,0,5,111,127,-16,12,kingscourt stars,53.907118,-6.801545
Cavan,B-League Division 1,2018,Killygarry GAA Club/CLG Coill an Gharraí,11,4,0,7,111,145,-34,8,killygarry,53.964688,-7.318857
Cavan,B-League Division 1,2018,Castlerahan GAA,11,4,0,7,149,161,-12,8,castlerahan,53.861232,-7.209929
Cavan,B-League Division 1,2018,Laragh Utd,11,3,1,7,191,206,-15,7,laragh united,53.983051,-7.237147
Cavan,B-League Division 1,2018,Ballyhaise,11,2,1,8,87,153,-66,5,ballyhaise,54.046253,-7.314709
Cavan,B-League Division 1,2018,Killinkere CLG,11,2,0,9,159,253,-94,4,killinkere,53.885481,-7.050346
Cavan,B-League Division 1,2018,Gowna,11,2,0,9,106,149,-43,4,gowna,53.86601,-7.550067
Cavan,B-League Division 2,2018,CLG Cuchulainn,8,8,0,0,74,51,23,16,cuchulainns,53.808693,-6.938897
Cavan,B-League Division 2,2018,Ballinagh GAA,8,7,0,1,56,50,6,14,ballinagh,53.930673,-7.412008
Cavan,B-League Division 2,2018,Denn,8,4,1,3,104,83,21,9,denn,53.920235,-7.264607
Cavan,B-League Division 2,2018,Bailieborough,8,4,0,4,31,65,-34,8,bailieborough shamrocks,53.925765,-6.969827
Cavan,B-League Division 2,2018,Kildallan G.A.A. Club,8,4,0,4,50,58,-8,8,kildallan,54.119597,-7.584639
Cavan,B-League Division 2,2018,Cootehill Celtic GAA,8,3,1,4,0,0,0,7,cootehill celtic,54.072479,-7.079643
Cavan,B-League Division 2,2018,Cornafean,8,3,0,5,13,16,-3,6,cornafean,53.9504,-7.49461
Cavan,B-League Division 2,2018,Butlersbridge G.A.A,8,1,1,6,43,48,-5,3,butlersbridge,54.047954,-7.375035
Cavan,B-League Division 2,2018,Mountnugent,8,0,1,7,18,18,0,1,mountnugent,53.805934,-7.219515
Cavan,B-League Division 3 A,2018,Knockbride,7,7,0,0,154,87,67,14,knockbride,53.977897,-7.057976
Cavan,B-League Division 3 A,2018,Ballymachugh,7,6,0,1,41,46,-5,12,ballymachugh,53.835841,-7.353148
Cavan,B-League Division 3 A,2018,Munterconnaught,7,5,0,2,67,65,2,10,munterconnacht,53.793504,-7.066725
Cavan,B-League Division 3 A,2018,Lavey,7,4,0,3,44,62,-18,8,erins own lavey,53.901499,-7.17445
Cavan,B-League Division 3 A,2018,Drumgoon,7,3,0,4,65,82,-17,6,drumgoon éire óg,54.04294,-7.018316
Cavan,B-League Division 3 A,2018,Searcóg/Shercock,7,2,0,5,14,23,-9,4,shercock,53.980313,-6.88016
Cavan,B-League Division 3 A,2018,Drung,7,1,0,6,36,56,-20,2,drung dalcassians,54.068864,-7.225342
Cavan,B-League Division 3 A,2018,Redhills,7,0,0,7,0,0,0,0,redhills,54.099834,-7.32191
Cavan,B-League Division 3 B,2018,Drumalee,7,6,0,1,170,78,92,12,drumalee,53.997988,-7.352844
Cavan,B-League Division 3 B,2018,Arva,7,5,1,1,100,76,24,11,st patricks arva,53.92166,-7.57887
Cavan,B-League Division 3 B,2018,Belturbet Rory O'Moores,7,4,1,2,92,91,1,9,belturbet rory omoores,54.099878,-7.438112
Cavan,B-League Division 3 B,2018,Drumlane,7,4,0,3,105,77,28,8,drumlane,54.068624,-7.478328
Cavan,B-League Division 3 B,2018,Templeport St. Aidan's GAA,7,4,0,3,126,98,28,8,st aidans templeport,54.121966,-7.674415
Cavan,B-League Division 3 B,2018,Killeshandra,7,3,0,4,110,149,-39,6,killeshandra leaguers,54.011024,-7.526885
Cavan,B-League Division 3 B,2018,"St Mary's GAA, Swanlinbar",7,1,0,6,68,120,-52,2,st marys swanlinbar,54.192078,-7.704567
Cavan,B-League Division 3 B,2018,Shannon Gaels,7,0,0,7,68,150,-82,0,shannon gaels,54.289898,-7.866955
